Age,Education,Experience,SkillsScore,Certifications,JobRole,CompanyType,Salary
1.655648676462114,1,-0.11706318513612032,-1.294481650440828,-1.5708431438442056,4,0,142121
0.7692132262639547,2,0.5825972451514847,0.17915682843645345,-1.5708431438442056,3,1,174443
-0.47179640401346856,2,1.582112145562349,1.3580676115382786,0.8415969629810335,1,1,270842
-1.0923012191521801,2,0.9824032053158305,-1.3534271895959193,-1.2262088428691715,5,2,181712
0.06006486610542713,2,0.38269426506931187,0.47388452421190974,-1.5708431438442056,5,1,183521
1.655648676462114,0,-0.11706318513612032,-0.5281896414246416,0.8415969629810335,0,1,175412
-0.11722222393420477,3,1.582112145562349,-1.294481650440828,-0.5369402409191032,1,1,236126
0.23735195614505902,1,-1.2165295755880712,1.240176533228096,-0.8815745418941373,4,1,157156
-0.8263705840927323,2,-1.2165295755880712,1.4170131506933699,-0.5369402409191032,4,1,185567
-0.8263705840927323,2,1.582112145562349,-0.5281896414246416,-0.192305939944069,2,2,225922
0.32599550116487497,0,-1.7162870257935032,1.5349042290035524,-1.5708431438442056,1,2,147264
1.3897180414026664,3,-0.8167236154237254,-0.5871351805797329,-1.5708431438442056,4,1,184673
0.32599550116487497,2,0.2827427750282254,-1.294481650440828,-0.8815745418941373,0,1,164979
-1.53551894425126,0,-1.3164810656291575,1.652795307313735,0.15232836103096517,3,2,151162
0.14870841112524308,1,-1.6163355357524167,0.0018429191561589288,-1.5708431438442056,5,0,114271
-1.624162489271076,1,0.38269426506931187,0.061265750126270925,-1.2262088428691715,1,2,161107
0.32599550116487497,2,-1.6163355357524167,1.1812309940730048,0.4969626620059993,5,0,172323
0.8578567712837707,2,-0.8167236154237254,1.5938497681586437,-1.5708431438442056,3,1,165379
1.5670051314422984,3,1.582112145562349,-0.05662532818391159,0.4969626620059993,1,1,265089
-1.624162489271076,3,-0.21701467517720677,1.0633399157628223,-0.5369402409191032,3,2,176065
0.06006486610542713,2,0.38269426506931187,-1.2355361112857368,1.5308655649311018,4,1,219408
1.1237874063432185,0,-0.6168206353415525,-0.8818628763551892,0.15232836103096517,4,0,161152
-0.7377270390729164,3,0.5825972451514847,0.0023202109711796663,0.8415969629810335,4,0,232262
0.14870841112524308,2,-0.8167236154237254,-0.23346194564918538,1.1862312639560677,3,2,160528
0.41463904618469094,3,1.6820636356034355,-1.1765905721306456,0.15232836103096517,3,0,208570
0.5919261362243228,2,1.3822091654801762,-0.05662532818391159,1.1862312639560677,3,2,214797
0.6805696812441387,1,-1.1165780855469847,1.4170131506933699,-0.5369402409191032,5,2,151860
-0.38315285899365265,2,0.2827427750282254,-0.822917337200098,0.15232836103096517,3,0,161962
-0.47179640401346856,1,0.18279128498713898,0.3559934459017272,0.8415969629810335,4,0,201474
-1.53551894425126,3,0.7825002252336576,-0.5871351805797329,1.1862312639560677,0,0,203147
1.4783615864224824,2,-1.416432555670244,0.8865032982975486,-0.8815745418941373,3,0,143684
-1.1809447641719961,3,0.38269426506931187,1.4170131506933699,-1.2262088428691715,0,0,195662
0.06006486610542713,1,-0.3169661652182932,0.4149389850568185,0.15232836103096517,4,0,169983
-1.0036576741323642,2,0.2827427750282254,-0.4692441022695504,-0.5369402409191032,3,0,165117
1.655648676462114,3,-0.3169661652182932,-1.3534271895959193,-1.5708431438442056,5,1,163766
-0.20586576895402073,1,0.38269426506931187,-0.4102985631144591,0.8415969629810335,5,2,179326
-1.446875399231444,3,0.9824032053158305,0.6507211416771835,1.1862312639560677,0,2,228372
0.41463904618469094,0,-0.4169176552593796,0.5917756025220923,1.1862312639560677,2,0,192118
-0.5604399490332845,1,0.882451715274744,-0.05662532818391159,-1.2262088428691715,5,2,161834
-1.0036576741323642,1,0.9824032053158305,-0.822917337200098,1.1862312639560677,5,0,181984
0.5032825912045069,1,0.7825002252336576,0.47388452421190974,0.4969626620059993,5,1,207378
-1.624162489271076,2,-1.6163355357524167,-0.11557086733900285,-0.192305939944069,4,2,143352
-0.02857867891438882,2,0.6825487351925712,1.0633399157628223,0.4969626620059993,5,2,221979
0.6805696812441387,2,-1.5163840457113305,0.47388452421190974,1.1862312639560677,1,1,185238
-1.1809447641719961,0,-1.0166265955058982,0.061265750126270925,0.8415969629810335,3,1,140791
-1.0923012191521801,0,1.4821606555212625,-0.9408084155102805,0.15232836103096517,5,1,205648
1.3010744963828504,1,1.6820636356034355,1.3580676115382786,-0.5369402409191032,2,2,222904
-0.5604399490332845,0,-1.2165295755880712,0.17915682843645345,-1.5708431438442056,2,2,134687
-0.2945093139738367,3,0.48264575511039826,1.5938497681586437,0.15232836103096517,5,1,228168
1.3897180414026664,1,0.6825487351925712,-1.2355361112857368,-0.8815745418941373,5,1,171225
-1.446875399231444,1,0.08283979494605255,1.5938497681586437,0.15232836103096517,1,1,196434
-1.624162489271076,3,-1.3164810656291575,-0.1745164064940941,0.15232836103096517,5,1,169538
-1.269588309191812,1,-0.7167721253826389,-0.3513530239593679,-0.5369402409191032,5,1,140449
-1.446875399231444,0,-0.6168206353415525,-0.9997539546653718,-1.2262088428691715,3,0,125268
0.7692132262639547,2,-0.8167236154237254,-0.23346194564918538,1.1862312639560677,2,1,187201
-0.20586576895402073,3,-1.0166265955058982,-0.05662532818391159,-1.2262088428691715,1,0,179170
0.5032825912045069,0,0.5825972451514847,1.240176533228096,-0.8815745418941373,2,2,195234
1.2124309513630345,3,0.9824032053158305,1.1222854549179135,1.5308655649311018,1,2,254983
-0.9150141291125483,3,0.2827427750282254,0.7686122199873661,-1.5708431438442056,2,0,198425
1.3897180414026664,1,-1.0166265955058982,-0.11557086733900285,0.4969626620059993,5,1,149597
-0.5604399490332845,1,-0.9166751054648118,-0.11557086733900285,-1.5708431438442056,2,2,120259
0.9465003163035867,0,-0.3169661652182932,-1.294481650440828,1.1862312639560677,2,1,167157
-0.47179640401346856,3,-0.017111695095033887,-0.4102985631144591,-1.5708431438442056,1,1,188851
-1.0923012191521801,1,0.18279128498713898,-0.05662532818391159,-0.192305939944069,0,0,154489
-0.5604399490332845,0,-1.2165295755880712,-1.4713182679061019,0.4969626620059993,1,2,130966
0.23735195614505902,3,-0.6168206353415525,0.7096666808322748,-0.8815745418941373,1,2,195152
0.06006486610542713,0,-1.6163355357524167,-1.3534271895959193,1.1862312639560677,1,0,147639
-0.38315285899365265,0,-1.1165780855469847,0.7096666808322748,0.8415969629810335,4,1,186927
-0.20586576895402073,3,-0.21701467517720677,0.3559934459017272,-0.8815745418941373,4,1,218534
0.32599550116487497,0,-1.5163840457113305,0.6507211416771835,-0.192305939944069,4,2,158624
0.5032825912045069,1,-1.5163840457113305,-0.1745164064940941,0.4969626620059993,1,0,130935
0.41463904618469094,3,0.882451715274744,1.652795307313735,-0.5369402409191032,0,0,234322
0.7692132262639547,1,1.4821606555212625,0.9454488374526397,-0.192305939944069,1,1,222869
-0.47179640401346856,2,0.9824032053158305,-1.6481548853713757,-0.8815745418941373,5,1,184327
-1.712806034290892,2,-1.7162870257935032,-0.29240748480427664,1.1862312639560677,0,0,131712
0.41463904618469094,0,-1.0166265955058982,-1.2355361112857368,1.5308655649311018,4,2,163564
-1.1809447641719961,2,1.3822091654801762,1.3580676115382786,1.1862312639560677,2,1,258506
-1.0036576741323642,1,-1.416432555670244,-0.1745164064940941,0.4969626620059993,2,0,127942
0.32599550116487497,2,1.1823061853980033,-1.707100424526467,1.5308655649311018,3,0,198136
-1.712806034290892,1,-1.2165295755880712,-0.4102985631144591,-1.2262088428691715,0,0,109008
-1.0923012191521801,0,0.08283979494605255,-1.1765905721306456,0.4969626620059993,4,2,175398
0.32599550116487497,0,1.3822091654801762,0.7096666808322748,0.4969626620059993,0,1,210612
-0.8263705840927323,1,-0.9166751054648118,1.2991220723831873,-0.192305939944069,0,1,159583
-0.2945093139738367,2,-0.6168206353415525,-0.29240748480427664,1.1862312639560677,2,1,187932
-1.0923012191521801,0,-0.7167721253826389,1.4170131506933699,-0.8815745418941373,1,2,174331
1.3010744963828504,3,-0.21701467517720677,-1.5892093462162844,-0.5369402409191032,5,1,181083
1.3010744963828504,0,-1.7162870257935032,-1.4123727287510106,-1.5708431438442056,3,1,88660
1.1237874063432185,2,0.2827427750282254,1.652795307313735,0.15232836103096517,4,1,242829
-1.358231854211628,3,1.1823061853980033,-1.4123727287510106,-0.5369402409191032,0,1,210597
1.655648676462114,2,-0.516869145300466,0.0018429191561589288,-1.5708431438442056,3,2,155523
0.6805696812441387,1,1.582112145562349,-1.6481548853713757,-1.2262088428691715,0,0,171002
-1.1809447641719961,3,-1.416432555670244,1.652795307313735,-0.8815745418941373,2,0,176360
-1.0036576741323642,2,0.9824032053158305,1.652795307313735,1.1862312639560677,5,1,235188
-1.0923012191521801,3,1.2822576754390898,-0.7050262588899154,0.8415969629810335,2,1,249155
-0.7377270390729164,2,0.882451715274744,-0.4102985631144591,0.4969626620059993,3,1,199750
1.2124309513630345,3,-1.3164810656291575,-1.6481548853713757,-0.5369402409191032,4,2,161109
1.1237874063432185,2,0.6825487351925712,-1.058699493820463,-1.5708431438442056,0,1,163146
0.23735195614505902,1,-1.5163840457113305,-0.4692441022695504,0.8415969629810335,5,2,129883
0.32599550116487497,3,1.4821606555212625,0.4149389850568185,-0.5369402409191032,2,1,245952
1.4783615864224824,3,-1.416432555670244,-0.5871351805797329,-0.8815745418941373,3,1,148835
1.3010744963828504,3,0.6825487351925712,0.532830063367001,1.1862312639560677,2,0,242040
0.14870841112524308,3,0.18279128498713898,-0.3513530239593679,1.5308655649311018,0,1,210696
0.5919261362243228,1,1.582112145562349,1.0633399157628223,-0.5369402409191032,0,2,204323
1.3010744963828504,3,0.7825002252336576,-0.5871351805797329,-0.5369402409191032,4,0,219299
-1.712806034290892,0,-1.3164810656291575,-1.707100424526467,1.1862312639560677,5,2,131767
1.3010744963828504,1,1.6820636356034355,-1.707100424526467,-1.2262088428691715,1,0,195673
1.4783615864224824,0,0.9824032053158305,-0.7639717980450067,-0.192305939944069,2,2,190037
-0.5604399490332845,3,1.082354695356917,1.7117408464688262,-0.5369402409191032,0,0,238419
-1.53551894425126,2,-0.9166751054648118,0.0018429191561589288,1.1862312639560677,3,2,137784
-1.712806034290892,0,-1.2165295755880712,1.3580676115382786,-0.192305939944069,2,2,168042
-1.358231854211628,3,0.08283979494605255,1.2991220723831873,1.1862312639560677,4,1,243011
0.5032825912045069,0,-0.7167721253826389,0.8865032982975486,1.1862312639560677,4,0,194252
-0.5604399490332845,3,-1.6163355357524167,0.0023202109711796663,-1.2262088428691715,0,0,143374
1.655648676462114,3,-0.9166751054648118,0.6507211416771835,1.1862312639560677,0,1,198279
0.5919261362243228,3,0.2827427750282254,1.004394376607731,-0.8815745418941373,0,2,202152
-1.0036576741323642,2,0.5825972451514847,-1.5892093462162844,-0.5369402409191032,1,2,173400
-0.47179640401346856,0,1.582112145562349,0.9454488374526397,-1.5708431438442056,0,0,206718
-0.47179640401346856,1,0.38269426506931187,1.4759586898484611,-1.5708431438442056,2,2,171129
0.5032825912045069,1,-1.5163840457113305,-1.1176450329755543,-1.5708431438442056,2,0,95047
-0.6490834940531005,1,-0.6168206353415525,-0.3513530239593679,1.1862312639560677,5,0,147964
1.0351438613234025,1,0.9824032053158305,-0.4692441022695504,0.8415969629810335,3,2,174064
1.655648676462114,3,1.1823061853980033,0.8275577591424573,-0.192305939944069,0,2,220777
1.0351438613234025,0,0.7825002252336576,0.8865032982975486,-0.192305939944069,2,2,206647
-1.446875399231444,0,0.2827427750282254,-0.23346194564918538,1.1862312639560677,2,1,197431
0.8578567712837707,2,0.9824032053158305,-0.9997539546653718,-0.8815745418941373,2,0,204086
1.4783615864224824,0,0.7825002252336576,-1.707100424526467,-0.8815745418941373,1,2,174341
0.23735195614505902,0,1.4821606555212625,-0.3513530239593679,0.4969626620059993,3,1,203944
1.655648676462114,0,0.2827427750282254,-1.1765905721306456,1.1862312639560677,4,2,186894
-0.47179640401346856,2,1.6820636356034355,0.29704790674663595,0.15232836103096517,2,0,240218
0.7692132262639547,1,1.582112145562349,-0.3513530239593679,-1.2262088428691715,0,1,176686
1.3897180414026664,0,-0.017111695095033887,-0.11557086733900285,-1.5708431438442056,2,0,164819
-0.6490834940531005,2,-0.7167721253826389,0.3559934459017272,-1.2262088428691715,3,2,142102
1.0351438613234025,2,0.48264575511039826,-0.822917337200098,-1.5708431438442056,4,2,184682
